COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,CHURN
zero,83600,214,58,986130,282,29,1,very_unsat,little,no,STAY
zero,82414,203,83,437796,308,20,1,very_unsat,very_little,considering,LEAVE
one,102164,58,10,242850,573,5,5,very_sat,very_little,considering,LEAVE
zero,43486,212,0,927082,211,22,12,avg,high,actively_looking_into_it,STAY
one,74882,169,10,886775,378,1,1,very_unsat,very_high,never_thought,LEAVE
one,68768,52,0,880091,339,5,14,very_unsat,very_little,actively_looking_into_it,STAY
zero,84989,61,0,595773,370,16,6,sat,high,never_thought,LEAVE
zero,41514,0,23,429780,153,1,4,very_sat,very_little,no,STAY
one,61112,46,0,167784,387,4,15,unsat,very_high,no,STAY
one,94445,0,33,256140,365,0,1,very_unsat,very_high,never_thought,STAY
zero,78382,53,74,999166,359,4,1,unsat,high,considering,STAY
zero,106400,0,14,225952,794,1,4,very_sat,very_little,considering,LEAVE
zero,126512,239,56,313029,891,16,1,avg,high,considering,STAY
one,47020,215,56,875493,205,15,10,avg,little,no,LEAVE
zero,121743,0,87,241183,493,0,2,very_sat,very_high,no,LEAVE
one,114230,178,0,192350,888,15,11,very_unsat,very_high,actively_looking_into_it,LEAVE
zero,44798,0,7,503242,181,1,4,very_sat,avg,never_thought,STAY
zero,63948,165,0,481968,355,27,11,very_sat,little,considering,LEAVE
zero,47523,193,31,286161,234,25,2,very_sat,very_high,actively_looking_into_it,LEAVE
one,124801,46,62,795572,396,4,2,very_unsat,high,no,STAY
zero,157427,0,10,177180,537,0,6,very_unsat,little,considering,STAY
zero,46873,0,0,456972,142,0,12,very_unsat,very_little,considering,STAY
one,55850,67,0,475816,487,3,13,very_unsat,very_high,no,STAY
zero,48287,187,23,782996,208,18,4,unsat,little,actively_looking_into_it,STAY
zero,90432,65,43,345630,339,3,1,very_unsat,little,no,LEAVE
zero,131433,218,25,606083,839,20,1,very_sat,very_high,actively_looking_into_it,LEAVE
zero,107847,65,0,677909,752,1,8,very_unsat,very_high,no,LEAVE
zero,146239,30,10,368652,667,26,4,very_unsat,very_little,never_thought,STAY
zero,75351,61,60,678399,393,5,1,avg,high,considering,STAY
zero,27884,0,0,627742,177,1,9,very_sat,little,never_thought,LEAVE
zero,109269,215,0,234580,692,23,8,unsat,very_high,considering,LEAVE
one,74583,0,0,527407,354,1,15,very_unsat,little,considering,LEAVE
zero,103350,56,0,963067,184,5,11,very_unsat,very_little,perhaps,STAY
zero,108645,0,26,572150,630,0,2,very_unsat,high,considering,STAY
one,116191,61,40,355193,473,5,1,very_unsat,high,considering,STAY
zero,64010,184,79,286611,346,16,2,very_sat,little,considering,LEAVE
one,67532,166,0,413941,397,20,9,very_sat,little,considering,LEAVE
one,45703,172,11,427037,145,15,6,very_unsat,very_high,considering,LEAVE
one,125269,0,0,836527,453,0,14,very_unsat,little,considering,LEAVE
zero,117983,54,15,278739,166,4,2,unsat,little,actively_looking_into_it,STAY
one,45452,74,66,231219,215,3,1,very_sat,high,considering,STAY
one,148204,136,0,246075,760,19,9,unsat,very_high,considering,LEAVE
zero,122534,0,55,483254,395,1,2,very_unsat,little,actively_looking_into_it,STAY
zero,41552,67,20,257633,216,4,4,very_unsat,very_high,considering,LEAVE
zero,146956,82,25,286122,580,5,2,very_sat,very_high,never_thought,LEAVE
zero,38281,236,21,466532,193,23,5,very_unsat,little,actively_looking_into_it,STAY
one,53794,46,21,185891,327,3,2,very_sat,very_high,no,LEAVE
one,64442,0,0,533874,399,1,11,very_unsat,very_high,actively_looking_into_it,STAY
one,64669,0,88,391479,352,0,2,unsat,little,considering,LEAVE
one,54642,49,57,229718,288,4,1,avg,little,actively_looking_into_it,LEAVE
one,120293,0,13,159678,480,1,5,very_sat,very_high,never_thought,LEAVE
zero,37177,198,0,977138,384,12,9,very_sat,very_little,actively_looking_into_it,STAY
zero,25266,232,16,422828,222,21,5,very_unsat,little,considering,LEAVE
zero,75550,204,0,596316,272,24,11,very_unsat,very_high,no,LEAVE
one,37689,0,0,830705,249,29,14,unsat,very_high,no,STAY
one,131593,64,61,424137,711,5,2,very_sat,very_little,no,LEAVE
one,110980,0,84,588293,667,1,2,very_unsat,high,perhaps,LEAVE
zero,40900,0,0,913545,187,1,11,very_sat,little,actively_looking_into_it,STAY
zero,24863,178,0,575270,132,11,8,unsat,very_little,never_thought,LEAVE
zero,42677,87,0,256757,212,5,10,unsat,very_little,no,LEAVE
zero,28275,0,54,325794,155,0,1,very_unsat,little,considering,STAY
one,34973,72,0,596081,205,4,12,unsat,very_high,considering,LEAVE
zero,142102,0,25,183397,829,0,1,very_unsat,little,no,LEAVE
one,139004,0,9,257136,551,0,14,very_sat,very_high,considering,STAY
one,26711,0,69,273884,166,1,5,very_unsat,very_little,considering,LEAVE
zero,84696,20,14,495401,214,0,6,very_unsat,avg,considering,STAY
one,109683,214,62,422766,887,22,2,unsat,very_high,considering,LEAVE
zero,26371,182,22,541226,160,13,6,very_unsat,very_high,considering,LEAVE
one,57505,0,43,513046,315,1,1,very_sat,little,no,LEAVE
one,136529,0,0,185265,793,0,9,unsat,very_little,never_thought,LEAVE
zero,47378,0,8,748140,138,1,2,very_sat,very_little,perhaps,STAY
zero,48794,0,40,601700,244,0,2,sat,high,considering,STAY
zero,66280,60,85,174650,298,3,2,very_sat,very_little,no,LEAVE
one,87011,72,22,252212,302,3,12,very_sat,very_high,no,LEAVE
one,136925,66,75,878029,892,19,2,very_unsat,little,actively_looking_into_it,STAY
one,30839,58,0,198625,184,3,14,very_sat,little,considering,LEAVE
zero,99157,0,34,633779,294,4,6,avg,high,never_thought,STAY
zero,56329,0,36,269926,220,1,2,unsat,very_high,considering,LEAVE
one,61552,0,43,636759,644,1,2,unsat,little,considering,STAY
one,29647,0,65,151690,169,1,1,very_unsat,very_high,perhaps,STAY
one,56164,62,0,706541,158,3,14,unsat,little,considering,STAY
zero,39944,80,6,295047,219,4,5,very_sat,very_little,perhaps,STAY
one,41294,0,61,248480,138,1,2,sat,very_little,considering,LEAVE
zero,38540,214,60,758669,228,17,1,sat,very_high,actively_looking_into_it,STAY
one,25597,0,0,311394,203,0,13,very_unsat,little,actively_looking_into_it,LEAVE
zero,37919,155,46,382147,292,24,1,very_unsat,very_little,no,LEAVE
one,106578,0,61,500680,537,1,2,very_unsat,very_little,never_thought,STAY
zero,48013,197,0,222103,209,23,9,very_unsat,high,perhaps,LEAVE
one,124709,156,15,176967,661,28,5,unsat,very_little,no,STAY
zero,48595,172,64,277776,263,27,1,avg,very_high,perhaps,LEAVE
one,53156,0,0,602058,374,0,2,very_unsat,little,no,STAY
one,29364,173,24,214579,139,10,4,avg,little,actively_looking_into_it,LEAVE
one,60641,0,0,936376,324,0,9,very_sat,very_high,never_thought,STAY
zero,27984,234,7,228840,217,26,5,unsat,little,considering,LEAVE
one,103735,62,0,734598,612,5,8,very_unsat,little,considering,STAY
zero,29679,145,19,509873,166,23,14,avg,very_little,considering,LEAVE
zero,96157,218,5,199117,347,10,6,very_unsat,little,no,LEAVE
one,25313,46,74,618153,141,5,1,very_sat,very_high,no,STAY
one,84872,0,7,793552,346,1,8,very_sat,very_high,no,STAY
zero,101787,0,12,851388,882,1,4,sat,high,considering,STAY
one,28331,136,0,198934,143,21,8,very_unsat,very_high,considering,STAY
one,106779,47,0,361315,427,4,15,very_sat,little,actively_looking_into_it,LEAVE
zero,132961,42,14,917255,458,4,1,very_sat,very_little,considering,STAY
zero,129988,51,78,234739,655,4,1,very_sat,avg,actively_looking_into_it,LEAVE
zero,109483,0,0,725532,767,1,2,avg,little,actively_looking_into_it,STAY
zero,130685,221,33,492918,446,26,1,very_unsat,high,never_thought,LEAVE
zero,129557,195,70,539272,488,23,2,very_unsat,high,considering,LEAVE
zero,135573,0,16,330668,653,1,6,unsat,little,actively_looking_into_it,STAY
zero,86667,0,71,502978,330,1,1,unsat,high,no,LEAVE
one,155170,0,6,249234,417,0,6,very_unsat,very_high,no,STAY
zero,20709,234,56,597773,393,16,1,very_unsat,little,actively_looking_into_it,LEAVE
zero,155785,0,87,812316,658,1,1,very_unsat,very_little,no,LEAVE
one,91218,47,53,767857,634,4,1,very_sat,little,actively_looking_into_it,STAY
one,151088,57,61,269818,627,4,2,very_sat,very_high,no,LEAVE
one,48157,217,0,595864,148,1,12,very_unsat,very_high,no,LEAVE
zero,28669,74,15,863912,200,3,5,very_sat,little,no,STAY
zero,95330,52,16,296781,273,3,4,avg,high,perhaps,STAY
one,120108,0,0,225026,504,0,15,very_sat,high,no,STAY
zero,90317,54,10,519050,359,4,1,very_unsat,very_little,no,STAY
one,58588,0,0,439921,308,0,11,sat,little,considering,LEAVE
zero,93397,0,0,273652,287,0,11,very_sat,very_high,perhaps,LEAVE
one,99887,46,0,307780,282,5,9,unsat,avg,no,LEAVE
one,71977,88,39,668264,351,4,2,unsat,very_high,considering,STAY
zero,80840,93,15,647834,344,5,9,very_unsat,little,considering,STAY
one,31448,44,0,283088,855,5,4,very_unsat,very_high,actively_looking_into_it,LEAVE
zero,83591,0,16,159220,331,0,5,avg,little,actively_looking_into_it,STAY
zero,62890,68,8,162542,265,4,2,unsat,little,no,STAY
zero,103796,41,0,609937,617,3,9,very_sat,high,considering,STAY
one,51631,0,15,193502,258,0,5,very_unsat,little,no,LEAVE
one,68977,185,66,626033,311,29,2,unsat,little,never_thought,LEAVE
one,68038,191,14,350006,489,20,4,very_unsat,very_high,actively_looking_into_it,LEAVE
one,38169,168,67,579943,201,22,2,very_unsat,little,never_thought,STAY
one,67799,0,85,235392,283,0,1,very_sat,very_high,actively_looking_into_it,LEAVE
zero,158762,0,14,205387,748,1,6,avg,high,considering,STAY
one,24970,0,0,203309,204,0,11,very_sat,very_high,considering,STAY
zero,102511,203,20,997573,658,17,4,very_unsat,very_little,considering,LEAVE
one,118493,155,0,602244,712,20,12,very_sat,little,considering,STAY
one,147184,66,0,179588,813,3,6,sat,high,actively_looking_into_it,STAY
zero,129563,73,22,278329,682,5,4,very_sat,very_little,no,STAY
one,132990,0,35,877533,716,0,2,very_sat,little,never_thought,STAY
one,42225,78,14,860765,563,5,5,unsat,very_high,considering,LEAVE
one,103284,78,0,939659,816,3,14,very_unsat,little,never_thought,LEAVE
one,20009,183,18,523365,185,20,4,very_sat,very_high,actively_looking_into_it,LEAVE
one,145273,0,0,552136,168,0,9,very_unsat,very_high,actively_looking_into_it,STAY
one,73645,65,0,156859,367,3,13,very_unsat,little,actively_looking_into_it,LEAVE
zero,58005,56,61,360000,729,5,1,unsat,high,no,LEAVE
one,56281,68,52,167550,261,3,1,very_sat,little,considering,LEAVE
zero,31360,0,0,713991,186,1,13,unsat,little,actively_looking_into_it,STAY
zero,95589,0,0,604176,230,1,13,very_unsat,high,considering,LEAVE
one,112025,0,9,296375,640,0,5,avg,little,no,STAY
one,51138,54,23,274768,575,3,4,very_unsat,little,no,STAY
zero,50547,208,58,465689,362,26,1,very_unsat,very_little,no,LEAVE
one,83075,187,8,413821,263,19,5,very_sat,very_high,actively_looking_into_it,LEAVE
one,30423,45,0,317773,181,3,15,unsat,little,considering,STAY
zero,103413,0,18,725445,362,0,4,very_sat,very_little,considering,STAY
one,82406,0,45,245955,383,1,1,avg,very_little,considering,LEAVE
one,53532,0,46,439066,398,0,2,very_sat,very_high,actively_looking_into_it,LEAVE
zero,51795,47,7,186207,374,3,5,avg,very_high,actively_looking_into_it,STAY
zero,93853,87,15,844317,252,5,4,very_unsat,avg,no,STAY
one,49794,219,0,188512,206,3,10,very_unsat,very_high,never_thought,LEAVE
zero,158982,162,7,244540,579,18,4,very_sat,very_little,considering,LEAVE
one,123191,240,0,820467,706,11,11,unsat,very_high,considering,LEAVE
one,125614,0,82,172512,673,1,1,unsat,high,considering,STAY
one,125185,53,13,295696,551,4,5,unsat,very_high,considering,LEAVE
one,28930,0,55,569764,240,1,1,unsat,very_high,actively_looking_into_it,LEAVE
zero,112941,194,54,916574,551,20,2,very_unsat,very_high,actively_looking_into_it,LEAVE
zero,75601,222,0,196948,827,20,14,very_unsat,little,actively_looking_into_it,LEAVE
one,40839,53,0,960563,157,15,12,very_unsat,little,perhaps,LEAVE
zero,21498,205,13,850628,171,15,5,avg,high,no,LEAVE
one,24670,221,0,477908,162,5,10,very_sat,very_high,actively_looking_into_it,STAY
one,21905,258,59,821754,205,5,1,sat,very_high,never_thought,STAY
one,29380,0,51,623405,235,0,11,very_sat,little,considering,STAY
one,83375,263,50,890581,368,11,8,avg,high,considering,STAY
zero,133454,166,23,228512,686,28,6,unsat,very_little,actively_looking_into_it,LEAVE
one,114975,183,0,232023,314,13,15,unsat,little,no,LEAVE
zero,87088,43,27,464493,297,5,2,very_unsat,very_high,considering,LEAVE
zero,97420,209,12,736946,385,20,4,very_unsat,very_high,perhaps,STAY
one,130101,0,14,200318,580,1,4,very_unsat,very_high,considering,STAY
zero,49198,54,0,933230,233,5,9,very_unsat,very_high,actively_looking_into_it,STAY
zero,104856,0,0,218840,631,1,12,very_unsat,little,never_thought,STAY
one,120705,0,62,845645,707,0,2,very_sat,very_high,considering,STAY
zero,109515,72,58,735984,840,4,5,very_unsat,very_little,no,STAY
zero,115364,0,13,421024,652,0,5,avg,very_high,never_thought,STAY
one,146610,54,17,474497,863,3,4,very_sat,little,considering,LEAVE
zero,140897,58,12,280906,214,3,5,very_unsat,little,considering,STAY
zero,77665,0,0,474862,397,1,15,unsat,little,considering,LEAVE
zero,136456,60,0,406084,629,4,8,very_sat,avg,actively_looking_into_it,LEAVE
zero,32355,46,0,861169,174,4,15,very_sat,little,considering,STAY
one,64138,80,23,920094,298,4,2,avg,avg,considering,STAY
one,103594,74,0,934931,795,3,11,very_unsat,very_little,considering,STAY
one,108394,92,18,573710,685,5,15,very_unsat,little,considering,LEAVE
one,41418,0,78,314337,134,0,2,very_unsat,little,actively_looking_into_it,STAY
one,50776,26,11,183592,375,5,6,unsat,little,actively_looking_into_it,STAY
one,23649,34,16,231072,160,1,5,unsat,very_high,actively_looking_into_it,LEAVE
one,60017,208,0,348833,394,21,8,very_unsat,high,actively_looking_into_it,STAY
one,82715,37,0,704494,276,3,12,very_unsat,high,considering,STAY
zero,136942,164,54,450559,805,27,11,unsat,avg,considering,LEAVE
one,49021,48,48,200638,139,23,2,very_sat,very_high,considering,STAY
one,64777,0,8,720317,289,1,6,very_sat,very_high,never_thought,STAY
zero,21195,176,0,247714,134,18,13,sat,very_high,considering,LEAVE
one,136515,182,13,998419,607,13,4,unsat,high,no,LEAVE
zero,48400,0,13,185009,163,1,6,sat,high,perhaps,STAY
zero,112394,0,11,523698,515,1,4,very_unsat,avg,considering,STAY
zero,44482,0,0,601770,162,0,14,sat,very_little,actively_looking_into_it,LEAVE
one,158797,84,17,346790,588,5,4,sat,very_high,never_thought,LEAVE
zero,80047,66,0,325441,304,3,14,sat,little,never_thought,LEAVE
zero,22240,0,55,443270,168,1,14,unsat,high,never_thought,STAY
one,146043,60,86,696305,454,5,5,very_unsat,very_high,perhaps,LEAVE
one,156580,0,0,570061,828,1,12,unsat,high,actively_looking_into_it,LEAVE
one,101447,0,16,315579,886,0,5,unsat,very_high,considering,STAY
one,43570,64,0,754740,145,5,5,unsat,very_high,considering,STAY
zero,34863,0,0,979090,173,0,15,very_unsat,high,actively_looking_into_it,STAY
one,37375,0,34,825582,173,1,2,unsat,very_high,considering,STAY
one,81524,39,75,716931,291,3,1,very_unsat,very_little,actively_looking_into_it,STAY
zero,83663,55,40,426618,339,5,9,very_sat,very_little,actively_looking_into_it,STAY
one,148366,0,26,156888,870,1,2,very_unsat,little,considering,STAY
one,27851,209,0,196118,475,10,15,avg,very_high,considering,LEAVE
zero,83117,201,49,197977,378,13,2,very_unsat,little,never_thought,STAY
one,155719,0,20,563384,746,0,6,avg,very_high,considering,STAY
zero,115545,0,19,847512,843,12,6,sat,very_high,no,LEAVE
zero,140732,233,5,191892,475,25,5,very_unsat,very_little,considering,STAY
one,133635,214,9,253638,599,4,4,very_sat,little,actively_looking_into_it,LEAVE
one,61484,70,0,306521,281,5,10,avg,little,actively_looking_into_it,LEAVE
zero,49744,66,23,844298,214,3,6,avg,avg,considering,STAY
zero,81186,176,0,687355,261,10,9,very_unsat,very_little,considering,STAY
one,116138,177,0,375359,799,17,13,unsat,little,no,LEAVE
zero,34540,216,16,282603,247,19,6,very_unsat,very_high,actively_looking_into_it,LEAVE
one,128835,204,0,624632,662,22,8,unsat,very_little,no,LEAVE
one,100818,76,17,893922,828,5,1,very_sat,very_high,no,STAY
zero,23380,58,59,384418,231,5,1,very_unsat,very_little,actively_looking_into_it,LEAVE
one,30641,184,18,307986,186,29,4,avg,little,considering,LEAVE
one,22228,0,88,465563,160,0,2,very_sat,very_high,perhaps,LEAVE
zero,102600,0,14,864192,670,0,4,very_unsat,avg,actively_looking_into_it,STAY
zero,30593,198,0,549160,205,15,13,very_sat,very_high,never_thought,LEAVE
one,108739,187,0,214786,835,25,8,very_unsat,very_high,considering,STAY
one,61108,234,6,581175,388,26,6,unsat,very_high,considering,LEAVE
zero,31255,50,6,741883,150,5,5,very_unsat,little,never_thought,STAY
zero,152126,0,20,732829,145,0,6,avg,high,considering,STAY
zero,48302,0,5,227007,180,0,4,very_sat,little,considering,STAY
zero,101507,42,8,546343,604,3,5,very_unsat,very_high,actively_looking_into_it,STAY
zero,58953,0,0,689797,322,0,15,sat,little,no,STAY
one,138542,0,0,223091,570,0,13,avg,little,considering,STAY
one,49540,0,0,387406,149,0,10,very_sat,very_high,considering,STAY
zero,138177,220,0,200341,625,22,9,unsat,little,no,LEAVE
zero,40549,191,35,999728,231,29,1,very_unsat,little,considering,STAY
zero,94791,30,11,210520,174,4,4,unsat,very_little,actively_looking_into_it,LEAVE
one,93809,226,59,180175,341,25,1,unsat,very_high,never_thought,LEAVE
zero,59860,44,0,291450,361,3,13,very_sat,little,considering,LEAVE
zero,52787,213,0,754204,289,11,14,very_sat,very_high,actively_looking_into_it,STAY
one,140310,0,0,628743,796,1,10,unsat,little,considering,LEAVE
zero,54192,211,70,996492,396,15,1,very_unsat,very_high,considering,STAY
zero,77922,180,20,535844,231,28,4,very_unsat,very_little,never_thought,LEAVE
zero,29150,173,0,906145,155,22,8,very_unsat,avg,no,STAY
one,50467,49,78,957237,323,5,1,very_sat,little,actively_looking_into_it,LEAVE
zero,134327,77,5,627176,799,4,4,very_sat,avg,considering,LEAVE
one,115715,176,0,952316,583,22,11,very_sat,very_high,actively_looking_into_it,LEAVE
zero,76296,0,81,628928,315,1,1,very_unsat,very_little,considering,STAY
one,93369,187,0,975421,277,13,11,avg,very_high,actively_looking_into_it,STAY
one,134675,92,49,331913,672,3,2,very_sat,high,considering,LEAVE
one,89711,0,0,394683,357,0,10,very_unsat,very_high,considering,LEAVE
one,91609,168,0,289320,276,11,13,avg,very_little,no,STAY
zero,37463,0,66,250641,182,16,5,very_sat,very_little,never_thought,STAY
one,85785,0,17,207404,380,1,6,unsat,very_high,no,STAY
zero,42052,224,0,697949,191,10,5,very_unsat,little,actively_looking_into_it,STAY
one,128575,185,87,391544,823,14,5,very_unsat,little,no,LEAVE
one,97421,0,65,617345,329,1,1,very_unsat,very_high,actively_looking_into_it,STAY
one,147094,80,14,584163,654,4,15,avg,very_high,perhaps,LEAVE
zero,43486,192,10,929272,183,11,12,very_sat,very_little,actively_looking_into_it,LEAVE
one,29464,198,10,284498,186,5,5,very_sat,avg,considering,LEAVE
one,83912,59,21,821611,368,3,1,very_unsat,very_little,considering,STAY
one,38385,258,78,378257,239,19,1,unsat,very_high,actively_looking_into_it,STAY
one,22789,0,78,451335,180,1,13,very_sat,very_high,no,STAY
one,104711,185,0,461394,600,23,10,very_unsat,little,actively_looking_into_it,LEAVE
one,114645,59,22,620718,450,5,4,avg,little,actively_looking_into_it,STAY
one,114416,227,0,179183,270,1,10,sat,very_little,no,STAY
zero,53968,201,0,233893,361,21,11,very_unsat,very_little,never_thought,STAY
one,107532,202,76,737854,747,4,2,unsat,very_high,never_thought,LEAVE
one,22824,0,0,943593,294,0,1,very_sat,little,considering,LEAVE
zero,98236,42,0,458814,342,21,11,very_unsat,little,actively_looking_into_it,LEAVE
zero,106079,0,41,688666,668,0,1,very_sat,little,actively_looking_into_it,LEAVE
zero,24320,0,35,384404,178,0,2,very_unsat,little,actively_looking_into_it,LEAVE
zero,78648,236,0,368924,371,14,12,avg,little,considering,STAY
zero,115345,41,0,487275,432,4,14,very_sat,very_little,considering,STAY
one,32329,213,15,150581,161,28,6,very_unsat,little,no,LEAVE
zero,146435,186,23,479834,731,13,4,very_unsat,very_little,never_thought,LEAVE
zero,48467,44,15,413462,675,5,6,very_sat,very_high,considering,STAY
one,24364,0,0,264678,209,0,1,very_unsat,high,actively_looking_into_it,LEAVE
one,31209,61,72,218582,187,5,1,avg,very_high,no,LEAVE
one,62971,253,69,315231,292,13,6,unsat,very_high,never_thought,LEAVE
one,96805,204,0,255057,365,14,11,unsat,very_high,actively_looking_into_it,LEAVE
zero,130798,0,0,212296,625,0,10,very_unsat,high,considering,STAY
zero,42497,152,5,155368,201,18,4,very_unsat,little,never_thought,LEAVE
one,95180,67,38,515394,294,3,1,unsat,very_little,actively_looking_into_it,LEAVE
one,91378,0,20,240558,397,1,1,unsat,high,considering,STAY
one,138163,0,53,956571,514,0,2,sat,little,considering,LEAVE
zero,146987,0,14,215087,602,1,6,very_unsat,high,considering,STAY
one,21922,56,89,871095,157,3,1,very_unsat,high,no,LEAVE
zero,38068,194,21,189085,232,16,4,unsat,little,actively_looking_into_it,LEAVE
one,107154,0,18,706157,639,4,5,very_sat,very_high,no,STAY
zero,20878,187,0,412984,246,12,11,very_unsat,little,considering,LEAVE
zero,123133,38,60,528916,386,5,2,very_sat,high,actively_looking_into_it,LEAVE
zero,85404,52,66,226227,352,3,1,unsat,avg,considering,LEAVE
zero,154149,65,69,874210,435,22,1,unsat,very_high,never_thought,LEAVE
zero,30191,234,54,343580,220,29,2,sat,very_high,actively_looking_into_it,LEAVE
zero,108595,65,22,231163,890,3,11,unsat,little,considering,LEAVE
one,28441,0,80,259522,159,0,1,sat,high,actively_looking_into_it,STAY
zero,28214,69,0,666560,142,4,12,very_sat,little,considering,STAY
one,38098,200,0,801493,234,23,11,very_sat,little,perhaps,STAY
zero,69971,70,0,396432,300,3,1,unsat,high,considering,LEAVE
one,25325,69,12,220401,177,1,5,unsat,very_little,considering,LEAVE
zero,85652,86,0,744461,308,4,10,very_sat,very_high,considering,STAY
one,60815,52,17,692615,365,5,6,very_sat,very_high,perhaps,LEAVE
one,60889,207,0,271017,311,27,5,very_unsat,high,perhaps,LEAVE
zero,72075,72,6,227360,384,3,6,very_unsat,high,no,LEAVE
zero,103469,230,0,887940,565,22,13,avg,little,actively_looking_into_it,LEAVE
zero,72119,225,0,578118,471,12,8,unsat,little,considering,STAY
one,62875,0,0,945379,701,1,10,avg,little,actively_looking_into_it,LEAVE
one,42293,64,15,695894,236,5,5,very_sat,little,actively_looking_into_it,STAY
one,78726,0,0,221785,308,0,8,very_unsat,little,considering,LEAVE
one,68213,203,79,230927,376,28,2,unsat,very_high,actively_looking_into_it,STAY
zero,71163,68,0,255505,338,5,9,very_unsat,little,considering,LEAVE
zero,137661,68,20,175391,474,5,5,very_sat,little,considering,STAY
zero,31220,197,34,255786,218,25,2,very_unsat,very_high,perhaps,LEAVE
zero,54949,204,0,774986,308,22,9,very_unsat,very_little,no,LEAVE
zero,29044,52,19,175127,213,5,5,unsat,very_little,no,LEAVE
one,153912,0,0,201967,671,3,12,very_sat,little,perhaps,STAY
zero,103787,0,38,521266,737,0,5,unsat,little,considering,LEAVE
zero,67360,210,0,294691,369,22,8,unsat,little,actively_looking_into_it,LEAVE
one,42236,53,11,829369,154,4,5,very_sat,little,never_thought,STAY
zero,88426,219,0,821844,198,0,9,very_sat,little,considering,STAY
zero,105450,58,9,210647,738,4,4,very_unsat,little,no,STAY
zero,41653,207,0,637061,196,26,14,avg,little,no,LEAVE
zero,67637,207,8,456663,396,13,6,very_unsat,very_little,actively_looking_into_it,LEAVE
zero,63407,90,0,215904,384,4,13,unsat,very_high,actively_looking_into_it,LEAVE
one,89526,0,0,182264,282,0,10,sat,little,no,LEAVE
one,138512,0,53,840905,548,1,2,sat,very_high,considering,STAY
zero,70321,0,14,220107,372,1,5,sat,little,never_thought,STAY
one,158962,0,85,817678,522,0,1,very_unsat,very_little,no,LEAVE
one,81391,0,23,260988,334,0,4,very_unsat,little,considering,STAY
one,90654,0,18,330356,295,1,1,very_sat,little,never_thought,STAY
one,44850,0,58,191587,160,1,1,very_sat,very_little,no,LEAVE
zero,70511,63,0,251196,318,3,14,unsat,very_high,no,STAY
zero,159896,39,0,151009,521,3,11,very_sat,very_little,no,LEAVE
zero,158776,203,63,457493,150,21,1,unsat,very_high,actively_looking_into_it,LEAVE
one,127235,0,32,970453,797,0,2,very_unsat,little,perhaps,LEAVE
one,133873,0,0,251312,796,1,10,avg,very_high,no,LEAVE
one,77677,42,74,216583,306,3,5,avg,very_high,considering,LEAVE
zero,138151,56,0,254982,729,5,9,very_unsat,very_high,considering,LEAVE
zero,61114,84,14,299868,253,3,6,very_unsat,very_little,no,STAY
one,30532,0,49,164813,211,0,14,very_sat,very_little,considering,STAY
one,155401,0,0,303317,731,0,14,very_unsat,high,actively_looking_into_it,STAY
one,88858,51,68,299667,285,5,2,very_unsat,high,considering,STAY
one,121241,0,6,365803,566,0,6,avg,high,no,STAY
zero,77227,198,21,869799,341,27,4,very_sat,little,no,STAY
one,24386,192,22,284776,197,18,6,very_sat,little,no,LEAVE
one,62066,0,5,887384,306,5,5,unsat,high,considering,STAY
zero,91822,0,10,245097,370,0,4,unsat,very_high,actively_looking_into_it,STAY
zero,48232,0,49,552585,206,1,2,very_unsat,very_high,considering,LEAVE
one,157272,201,79,250257,428,10,2,unsat,very_little,actively_looking_into_it,LEAVE
zero,61523,0,58,735595,306,0,1,very_unsat,little,no,STAY
one,29411,160,8,371750,195,15,6,very_sat,very_high,never_thought,LEAVE
zero,100167,216,81,157002,578,24,1,avg,very_little,no,LEAVE
one,124571,84,18,462701,159,5,4,unsat,very_little,never_thought,LEAVE
one,40569,188,10,714435,386,27,6,avg,little,considering,STAY
one,36896,0,10,695257,197,1,5,avg,very_little,actively_looking_into_it,STAY
one,157562,62,63,439930,491,1,2,unsat,very_little,considering,LEAVE
zero,83785,167,20,207254,321,18,5,avg,little,actively_looking_into_it,LEAVE
one,141109,0,0,399433,839,1,12,very_unsat,little,considering,STAY
one,149705,0,8,928895,680,0,2,unsat,high,considering,STAY
one,31717,0,0,454300,185,1,13,unsat,very_high,actively_looking_into_it,LEAVE
zero,23165,48,0,222670,312,20,13,very_unsat,very_high,perhaps,STAY
zero,148996,49,0,815234,415,4,8,very_sat,high,considering,LEAVE
one,60958,0,0,586654,390,1,12,very_sat,very_high,considering,STAY
one,37211,0,10,452727,144,25,6,very_sat,very_little,considering,STAY
zero,39374,0,0,594599,168,1,11,very_unsat,little,never_thought,LEAVE
zero,148859,0,0,927340,563,0,15,very_sat,high,actively_looking_into_it,STAY
one,118450,0,68,263338,546,1,1,very_unsat,very_high,actively_looking_into_it,LEAVE
zero,37304,218,22,474548,230,14,6,very_unsat,very_little,perhaps,LEAVE
one,156308,167,13,842546,500,24,11,unsat,little,considering,STAY
one,52519,201,0,619334,392,24,13,very_unsat,little,perhaps,STAY
one,63560,222,0,226684,359,14,15,very_unsat,very_high,considering,LEAVE
one,43911,0,15,273791,225,0,6,very_sat,very_high,no,STAY
